ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
219140_s_at	5.58e-01	5.24e-01	0.6482271	RBP4	retinol binding protein 4
209171_at	5.58e-01	5.24e-01	0.6475436	ITPA	inosine triphosphatase
210594_x_at	5.58e-01	5.24e-01	0.6475395	MPZL1	myelin protein zero like 1
219429_at	5.58e-01	5.25e-01	0.6473315	FA2H	fatty acid 2-hydroxylase
206008_at	5.59e-01	5.25e-01	0.6466521	TGM1	transglutaminase 1
217014_s_at	5.59e-01	5.25e-01	0.6466383	AZGP1P1///AZGP1	alpha-2-glycoprotein 1, zinc-binding pseudogene 1///alpha-2-glycoprotein 1, zinc-binding
65585_at	5.59e-01	5.25e-01	0.6459018	FAM86DP///FAM86B2///FAM86FP///FAM86B1///FAM86C1	family with sequence similarity 86, member D, pseudogene///family with sequence similarity 86 member B2///family with sequence similarity 86, member A pseudogene///family with sequence similarity 86 member B1///family with sequence similarity 86 member C1
208221_s_at	5.59e-01	5.26e-01	0.645333	SLIT1	slit guidance ligand 1
214484_s_at	5.60e-01	5.26e-01	0.6447252	SIGMAR1	sigma non-opioid intracellular receptor 1
204254_s_at	5.60e-01	5.26e-01	0.6446647	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
210164_at	5.60e-01	5.26e-01	0.6445201	GZMB	granzyme B
212350_at	5.60e-01	5.26e-01	0.6442616	TBC1D1	TBC1 domain family member 1
211998_at	5.60e-01	5.27e-01	0.6428727	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
211862_x_at	5.60e-01	5.27e-01	0.6428577	CFLAR	CASP8 and FADD like apoptosis regulator
214172_x_at	5.61e-01	5.27e-01	0.6419326	RYK	receptor-like tyrosine kinase
206624_at	5.61e-01	5.27e-01	0.6418499	USP9Y	ubiquitin specific peptidase 9, Y-linked
209297_at	5.61e-01	5.28e-01	0.6414528	ITSN1	intersectin 1
222273_at	5.62e-01	5.28e-01	0.6406002	PAPOLG	poly(A) polymerase gamma
220273_at	5.62e-01	5.28e-01	0.640533	IL17B	interleukin 17B
206864_s_at	5.62e-01	5.29e-01	0.6391538	HRK	harakiri, BCL2 interacting protein
208536_s_at	5.62e-01	5.29e-01	0.6389119	BCL2L11	BCL2 like 11
205948_at	5.63e-01	5.29e-01	0.6385212	PTPRT	protein tyrosine phosphatase, receptor type T
204999_s_at	5.63e-01	5.30e-01	0.6375561	ATF5	activating transcription factor 5
217262_s_at	5.63e-01	5.30e-01	0.6374169	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
208541_x_at	5.63e-01	5.30e-01	0.6370966	TFAM	transcription factor A, mitochondrial
218154_at	5.63e-01	5.30e-01	0.6370179	GSDMD	gasdermin D
206578_at	5.64e-01	5.30e-01	0.6365138	NKX2-5	NK2 homeobox 5
219307_at	5.64e-01	5.31e-01	0.6352376	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
203118_at	5.64e-01	5.31e-01	0.6348351	PCSK7	proprotein convertase subtilisin/kexin type 7
208153_s_at	5.64e-01	5.31e-01	0.6348283	FAT2	FAT atypical cadherin 2
214919_s_at	5.65e-01	5.32e-01	0.6339269	ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1///eukaryotic translation initiation factor 4E binding protein 3
218990_s_at	5.65e-01	5.32e-01	0.6338859	SPRR3	small proline rich protein 3
200085_s_at	5.65e-01	5.32e-01	0.6337235	TCEB2	transcription elongation factor B subunit 2
221698_s_at	5.65e-01	5.32e-01	0.6334234	CLEC7A	C-type lectin domain family 7 member A
210559_s_at	5.65e-01	5.32e-01	0.6332526	CDK1	cyclin dependent kinase 1
210770_s_at	5.65e-01	5.32e-01	0.6328782	LOC100507353///CACNA1A	uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
208907_s_at	5.65e-01	5.32e-01	0.6328066	MRPS18B	mitochondrial ribosomal protein S18B
202500_at	5.66e-01	5.32e-01	0.6322414	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
212810_s_at	5.66e-01	5.33e-01	0.6318461	SLC1A4	solute carrier family 1 member 4
213007_at	5.67e-01	5.34e-01	0.6297021	FANCI	Fanconi anemia complementation group I
215460_x_at	5.67e-01	5.34e-01	0.6290765	BRD1	bromodomain containing 1
213900_at	5.68e-01	5.34e-01	0.6288414	FAM189A2	family with sequence similarity 189 member A2
214965_at	5.68e-01	5.35e-01	0.6279842	SPATA2L	spermatogenesis associated 2 like
202040_s_at	5.68e-01	5.35e-01	0.6279686	KDM5A	lysine demethylase 5A
218110_at	5.68e-01	5.35e-01	0.6278275	XAB2	XPA binding protein 2
209728_at	5.69e-01	5.35e-01	0.6267215	HLA-DRB4	major histocompatibility complex, class II, DR beta 4
218871_x_at	5.69e-01	5.36e-01	0.6264872	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
203278_s_at	5.69e-01	5.36e-01	0.6255128	PHF21A	PHD finger protein 21A
215489_x_at	5.69e-01	5.36e-01	0.6251955	HOMER3	homer scaffolding protein 3
203561_at	5.70e-01	5.36e-01	0.6249026	FCGR2A	Fc fragment of IgG receptor IIa
218731_s_at	5.70e-01	5.36e-01	0.6247185	VWA1	von Willebrand factor A domain containing 1
203290_at	5.70e-01	5.37e-01	0.6245801	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
219762_s_at	5.70e-01	5.37e-01	0.6243359	RPL36	ribosomal protein L36
203991_s_at	5.71e-01	5.38e-01	0.6222368	KDM6A	lysine demethylase 6A
217012_at	5.71e-01	5.38e-01	0.6218981		
207833_s_at	5.71e-01	5.38e-01	0.6218587	HLCS	holocarboxylase synthetase
202456_s_at	5.71e-01	5.38e-01	0.6211445	ZER1	zyg-11 related cell cycle regulator
213035_at	5.72e-01	5.39e-01	0.6203947	ANKRD28	ankyrin repeat domain 28
214958_s_at	5.72e-01	5.39e-01	0.6200403	TMC6	transmembrane channel like 6
217842_at	5.72e-01	5.39e-01	0.6197899	C7orf55-LUC7L2///LUC7L2	C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor
220259_at	5.72e-01	5.39e-01	0.619478	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
201553_s_at	5.73e-01	5.40e-01	0.6190192	LAMP1	lysosomal associated membrane protein 1
209428_s_at	5.73e-01	5.40e-01	0.6185952	ZFPL1	zinc finger protein like 1
219454_at	5.73e-01	5.40e-01	0.6183457	EGFL6	EGF like domain multiple 6
216089_at	5.73e-01	5.40e-01	0.61804		
201506_at	5.73e-01	5.40e-01	0.6180307	TGFBI	transforming growth factor beta induced
202781_s_at	5.73e-01	5.40e-01	0.6179392	INPP5K	inositol polyphosphate-5-phosphatase K
208757_at	5.73e-01	5.40e-01	0.6174569	TMED9	transmembrane p24 trafficking protein 9
204187_at	5.73e-01	5.40e-01	0.6174311	GMPR	guanosine monophosphate reductase
218716_x_at	5.74e-01	5.41e-01	0.6161145	MTO1	mitochondrial tRNA translation optimization 1
204550_x_at	5.74e-01	5.41e-01	0.6160404	GSTM1	glutathione S-transferase mu 1
204383_at	5.75e-01	5.42e-01	0.6136546	TSSK2///DGCR14	testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
206593_s_at	5.75e-01	5.43e-01	0.6133055	MED22	mediator complex subunit 22
214752_x_at	5.76e-01	5.43e-01	0.6130779	FLNA	filamin A
200734_s_at	5.76e-01	5.43e-01	0.6128085	ARF3	ADP ribosylation factor 3
203940_s_at	5.77e-01	5.44e-01	0.611125	VASH1	vasohibin 1
213002_at	5.77e-01	5.44e-01	0.6103222	MARCKS	myristoylated alanine rich protein kinase C substrate
219543_at	5.77e-01	5.44e-01	0.6101465	PBLD	phenazine biosynthesis like protein domain containing
219256_s_at	5.77e-01	5.44e-01	0.6099428	SH3TC1	SH3 domain and tetratricopeptide repeats 1
214097_at	5.77e-01	5.44e-01	0.6098274	RPS21	ribosomal protein S21
216956_s_at	5.77e-01	5.45e-01	0.6096003	ITGA2B	integrin subunit alpha 2b
210022_at	5.78e-01	5.45e-01	0.6090481	PCGF1	polycomb group ring finger 1
202419_at	5.78e-01	5.45e-01	0.6086892	KDSR	3-ketodihydrosphingosine reductase
202977_s_at	5.78e-01	5.45e-01	0.6083911	CREBZF	CREB/ATF bZIP transcription factor
219970_at	5.78e-01	5.45e-01	0.6083459	GIPC2	GIPC PDZ domain containing family member 2
205086_s_at	5.78e-01	5.45e-01	0.6080526	NCAPH2	non-SMC condensin II complex subunit H2
64418_at	5.78e-01	5.45e-01	0.6080061	SYNRG	synergin, gamma
221746_at	5.78e-01	5.46e-01	0.6077654	UBL4A	ubiquitin like 4A
203801_at	5.79e-01	5.47e-01	0.605847	MRPS14	mitochondrial ribosomal protein S14
213746_s_at	5.79e-01	5.47e-01	0.6056482	FLNA	filamin A
204431_at	5.79e-01	5.47e-01	0.6055832	TLE2	transducin like enhancer of split 2
202360_at	5.80e-01	5.47e-01	0.6051473	MAML1	mastermind like transcriptional coactivator 1
218754_at	5.80e-01	5.47e-01	0.6049525	NOL9	nucleolar protein 9
218287_s_at	5.80e-01	5.47e-01	0.604629	AGO1	argonaute 1, RISC catalytic component
216945_x_at	5.81e-01	5.48e-01	0.6033944	PASK	PAS domain containing serine/threonine kinase
213901_x_at	5.81e-01	5.48e-01	0.6030015	RBFOX2	RNA binding protein, fox-1 homolog 2
218711_s_at	5.81e-01	5.49e-01	0.6018406	SDPR	serum deprivation response
209690_s_at	5.82e-01	5.49e-01	0.6009006	DOK4	docking protein 4
203020_at	5.82e-01	5.49e-01	0.6008564	RABGAP1L	RAB GTPase activating protein 1 like
204982_at	5.82e-01	5.49e-01	0.6008175	GIT2	GIT ArfGAP 2
218710_at	5.82e-01	5.49e-01	0.6008158	TTC27	tetratricopeptide repeat domain 27
204659_s_at	5.83e-01	5.50e-01	0.5996261	GFER	growth factor, augmenter of liver regeneration
203737_s_at	5.83e-01	5.50e-01	0.5996047	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
201062_at	5.83e-01	5.50e-01	0.5988342	STOM	stomatin
204745_x_at	5.83e-01	5.51e-01	0.5985179	MT1G	metallothionein 1G
213169_at	5.83e-01	5.51e-01	0.5980011	SEMA5A	semaphorin 5A
205252_at	5.83e-01	5.51e-01	0.5979469	ZNF174	zinc finger protein 174
221748_s_at	5.84e-01	5.51e-01	0.5974868	TNS1	tensin 1
217910_x_at	5.84e-01	5.52e-01	0.5968977	MLX	MLX, MAX dimerization protein
218910_at	5.84e-01	5.52e-01	0.5967054	ANO10	anoctamin 10
204656_at	5.84e-01	5.52e-01	0.5964327	SHB	SH2 domain containing adaptor protein B
218564_at	5.84e-01	5.52e-01	0.5959735	RFWD3	ring finger and WD repeat domain 3
213527_s_at	5.84e-01	5.52e-01	0.5958968	ZNF688	zinc finger protein 688
221526_x_at	5.84e-01	5.52e-01	0.5958696	PARD3	par-3 family cell polarity regulator
212879_x_at	5.85e-01	5.52e-01	0.5954888	PIAS4	protein inhibitor of activated STAT 4
210622_x_at	5.85e-01	5.52e-01	0.5951702	CDK10	cyclin dependent kinase 10
204929_s_at	5.85e-01	5.53e-01	0.5951055	VAMP5	vesicle associated membrane protein 5
210854_x_at	5.85e-01	5.53e-01	0.5949935	SLC6A8	solute carrier family 6 member 8
212858_at	5.85e-01	5.53e-01	0.594069	PAQR4	progestin and adipoQ receptor family member 4
202003_s_at	5.85e-01	5.53e-01	0.5937496	ACAA2	acetyl-CoA acyltransferase 2
213630_at	5.86e-01	5.53e-01	0.5933311	NACAD	NAC alpha domain containing
205060_at	5.86e-01	5.54e-01	0.5931379	PARG	poly(ADP-ribose) glycohydrolase
219774_at	5.86e-01	5.54e-01	0.5927523	CCDC93	coiled-coil domain containing 93
208613_s_at	5.86e-01	5.54e-01	0.5927117	FLNB	filamin B
213786_at	5.86e-01	5.54e-01	0.5924569	TAX1BP1	Tax1 binding protein 1
218916_at	5.86e-01	5.54e-01	0.5916951	ZNF768///ZNF747	zinc finger protein 768///zinc finger protein 747
210262_at	5.87e-01	5.55e-01	0.5912426	CRISP2	cysteine rich secretory protein 2
209387_s_at	5.87e-01	5.55e-01	0.5911127	TM4SF1	transmembrane 4 L six family member 1
214058_at	5.87e-01	5.55e-01	0.5911077	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
218806_s_at	5.87e-01	5.55e-01	0.5904575	VAV3	vav guanine nucleotide exchange factor 3
218112_at	5.87e-01	5.55e-01	0.5900901	MRPS34	mitochondrial ribosomal protein S34
201046_s_at	5.87e-01	5.55e-01	0.5900229	RAD23A	RAD23 homolog A, nucleotide excision repair protein
217297_s_at	5.87e-01	5.56e-01	0.5896514	MYO9B	myosin IXB
219505_at	5.88e-01	5.56e-01	0.5892839	CECR1	cat eye syndrome chromosome region, candidate 1
219627_at	5.88e-01	5.56e-01	0.5891514	ZNF767P	zinc finger family member 767, pseudogene
216334_s_at	5.88e-01	5.56e-01	0.5885053	CYP2A7P1	cytochrome P450 family 2 subfamily A member 7 pseudogene 1
208869_s_at	5.88e-01	5.56e-01	0.5878839	GABARAPL1	GABA type A receptor associated protein like 1
209989_at	5.88e-01	5.57e-01	0.5877444	ZNF268	zinc finger protein 268
217071_s_at	5.89e-01	5.57e-01	0.5876289	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)
218589_at	5.89e-01	5.57e-01	0.5872197	LPAR6	lysophosphatidic acid receptor 6
206554_x_at	5.89e-01	5.57e-01	0.5866673	SETMAR	SET domain and mariner transposase fusion gene
212569_at	5.90e-01	5.58e-01	0.5856406	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
208454_s_at	5.91e-01	5.59e-01	0.583914	CPQ	carboxypeptidase Q
207030_s_at	5.91e-01	5.59e-01	0.5838668	CSRP2	cysteine and glycine rich protein 2
218499_at	5.91e-01	5.59e-01	0.5835279	STK26	serine/threonine protein kinase 26
208993_s_at	5.92e-01	5.60e-01	0.5810517	PPIG	peptidylprolyl isomerase G
213577_at	5.93e-01	5.61e-01	0.5796009	SQLE	squalene epoxidase
221306_at	5.93e-01	5.61e-01	0.5789567	GPR27	G protein-coupled receptor 27
209196_at	5.93e-01	5.62e-01	0.5787539	WDR46	WD repeat domain 46
203831_at	5.94e-01	5.62e-01	0.578556	R3HDM2	R3H domain containing 2
201781_s_at	5.94e-01	5.62e-01	0.5779582	AIP	aryl hydrocarbon receptor interacting protein
201645_at	5.94e-01	5.62e-01	0.5775015	TNC	tenascin C
203986_at	5.94e-01	5.63e-01	0.5768723	FAM47E-STBD1///FAM47E///STBD1	FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
201227_s_at	5.95e-01	5.63e-01	0.5765241	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
221432_s_at	5.95e-01	5.63e-01	0.5757791	SLC25A28	solute carrier family 25 member 28
206228_at	5.95e-01	5.63e-01	0.5756106	PAX2	paired box 2
203365_s_at	5.95e-01	5.63e-01	0.575512	MMP15	matrix metallopeptidase 15
218571_s_at	5.95e-01	5.63e-01	0.5754548	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
214023_x_at	5.96e-01	5.64e-01	0.5740269	TUBB2B	tubulin beta 2B class IIb
202039_at	5.96e-01	5.64e-01	0.5739669	MYO18A///TIAF1	myosin XVIIIA///TGFB1-induced anti-apoptotic factor 1
209734_at	5.96e-01	5.65e-01	0.5732355	NCKAP1L	NCK associated protein 1 like
214770_at	5.97e-01	5.65e-01	0.572399	MSR1	macrophage scavenger receptor 1
204587_at	5.97e-01	5.65e-01	0.5723935	SLC25A14	solute carrier family 25 member 14
213931_at	5.97e-01	5.65e-01	0.572212	ID2B///ID2	inhibitor of DNA binding 2B, HLH protein (pseudogene)///inhibitor of DNA binding 2, HLH protein
219889_at	5.97e-01	5.65e-01	0.5719371	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
221047_s_at	5.97e-01	5.66e-01	0.571573	MARK1	microtubule affinity regulating kinase 1
203538_at	5.98e-01	5.66e-01	0.5704617	CAMLG	calcium modulating ligand
211632_at	5.99e-01	5.67e-01	0.5685591	IGHM///IGHG1///IGHD	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta
204771_s_at	5.99e-01	5.67e-01	0.5681815	TTF1	transcription termination factor 1
212792_at	5.99e-01	5.68e-01	0.5679237	DPY19L1	dpy-19 like 1
218644_at	5.99e-01	5.68e-01	0.5675693	PLEK2	pleckstrin 2
202443_x_at	6.00e-01	5.68e-01	0.5668679	NOTCH2	notch 2
207418_s_at	6.00e-01	5.69e-01	0.5663339	DDO	D-aspartate oxidase
204097_s_at	6.00e-01	5.69e-01	0.5659729	RBMX2	RNA binding motif protein, X-linked 2
203257_s_at	6.00e-01	5.69e-01	0.5658652	C11orf49	chromosome 11 open reading frame 49
210576_at	6.01e-01	5.70e-01	0.5640518	CYP4F8	cytochrome P450 family 4 subfamily F member 8
211726_s_at	6.02e-01	5.70e-01	0.5637229	FMO2	flavin containing monooxygenase 2
221731_x_at	6.02e-01	5.71e-01	0.5625864	VCAN	versican
205476_at	6.02e-01	5.71e-01	0.5624677	CCL20	C-C motif chemokine ligand 20
214428_x_at	6.03e-01	5.71e-01	0.5612628	C4B_2///C4B///C4A	complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
221555_x_at	6.03e-01	5.72e-01	0.5605489	CDC14B	cell division cycle 14B
210042_s_at	6.03e-01	5.72e-01	0.5604592	CTSZ	cathepsin Z
207741_x_at	6.03e-01	5.72e-01	0.5602867	TPSAB1	tryptase alpha/beta 1
218822_s_at	6.03e-01	5.72e-01	0.560173	LOC100652930///STX16-NPEPL1///NPEPL1	uncharacterized LOC100652930///STX16-NPEPL1 readthrough (NMD candidate)///aminopeptidase-like 1
207657_x_at	6.04e-01	5.73e-01	0.5593164	TNPO1	transportin 1
213473_at	6.05e-01	5.73e-01	0.5582976	BRAP	BRCA1 associated protein
204983_s_at	6.05e-01	5.74e-01	0.5574839	GPC4	glypican 4
220003_at	6.05e-01	5.74e-01	0.5569776	LRRC36	leucine rich repeat containing 36
203558_at	6.06e-01	5.74e-01	0.5558654	CUL7	cullin 7
212870_at	6.06e-01	5.75e-01	0.5550051	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2
212728_at	6.07e-01	5.75e-01	0.5542707	DLG3	discs large MAGUK scaffold protein 3
209794_at	6.07e-01	5.76e-01	0.5540325	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
211778_s_at	6.07e-01	5.76e-01	0.5534672	OVOL2	ovo like zinc finger 2
212553_at	6.08e-01	5.76e-01	0.5527815	RPRD2	regulation of nuclear pre-mRNA domain containing 2
204757_s_at	6.08e-01	5.77e-01	0.5521217	C2CD2L	C2CD2 like
215734_at	6.08e-01	5.77e-01	0.552015	IZUMO4	IZUMO family member 4
215785_s_at	6.09e-01	5.77e-01	0.5510657	CYFIP2	cytoplasmic FMR1 interacting protein 2
215324_at	6.09e-01	5.77e-01	0.5509669	SEMA3D	semaphorin 3D
213777_s_at	6.09e-01	5.78e-01	0.5506089		
201979_s_at	6.09e-01	5.78e-01	0.5496388	PPP5C	protein phosphatase 5 catalytic subunit
208142_at	6.10e-01	5.79e-01	0.5479719	EDDM3A	epididymal protein 3A
203329_at	6.11e-01	5.80e-01	0.5460882	PTPRM	protein tyrosine phosphatase, receptor type M
218252_at	6.11e-01	5.80e-01	0.5460582	CKAP2	cytoskeleton associated protein 2
203448_s_at	6.12e-01	5.80e-01	0.5457551	TERF1	telomeric repeat binding factor 1
40850_at	6.12e-01	5.80e-01	0.5456687	FKBP8	FK506 binding protein 8
204976_s_at	6.12e-01	5.81e-01	0.5453021	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
213020_at	6.12e-01	5.81e-01	0.5452841	GOSR1	golgi SNAP receptor complex member 1
204194_at	6.12e-01	5.81e-01	0.5450952	BACH1	BTB domain and CNC homolog 1
203104_at	6.12e-01	5.81e-01	0.5446319	CSF1R	colony stimulating factor 1 receptor
209679_s_at	6.12e-01	5.81e-01	0.5445432	SMAGP	small cell adhesion glycoprotein
206319_s_at	6.12e-01	5.81e-01	0.5444688	EPPIN-WFDC6///EPPIN	EPPIN-WFDC6 readthrough///epididymal peptidase inhibitor
216975_x_at	6.12e-01	5.81e-01	0.5440063	NPAS1	neuronal PAS domain protein 1
207821_s_at	6.13e-01	5.81e-01	0.5438325	PTK2	protein tyrosine kinase 2
203246_s_at	6.13e-01	5.81e-01	0.5437826	NPRL2	NPR2-like, GATOR1 complex subunit
219315_s_at	6.13e-01	5.82e-01	0.5434382	TMEM204	transmembrane protein 204
209169_at	6.13e-01	5.82e-01	0.5426314	GPM6B	glycoprotein M6B
202652_at	6.13e-01	5.82e-01	0.5424756	APBB1	amyloid beta precursor protein binding family B member 1
204921_at	6.13e-01	5.82e-01	0.5422328	GAS8	growth arrest specific 8
205964_at	6.13e-01	5.82e-01	0.5421856	ZNF426	zinc finger protein 426
208547_at	6.14e-01	5.83e-01	0.5410726	HIST1H2BB	histone cluster 1, H2bb
212849_at	6.14e-01	5.83e-01	0.5409093	AXIN1	axin 1
222233_s_at	6.14e-01	5.83e-01	0.5403667	DCLRE1C	DNA cross-link repair 1C
212884_x_at	6.14e-01	5.84e-01	0.5401994	APOE	apolipoprotein E
217943_s_at	6.15e-01	5.84e-01	0.5400267	MAP7D1	MAP7 domain containing 1
216484_x_at	6.15e-01	5.84e-01	0.5399963		
222220_s_at	6.15e-01	5.84e-01	0.5398835	TSNAXIP1	translin associated factor X interacting protein 1
211546_x_at	6.15e-01	5.84e-01	0.539384	SNCA	synuclein alpha
219928_s_at	6.15e-01	5.84e-01	0.5388777	CABYR	calcium binding tyrosine phosphorylation regulated
201755_at	6.15e-01	5.84e-01	0.538638	MCM5	minichromosome maintenance complex component 5
214794_at	6.16e-01	5.85e-01	0.5374349	PA2G4	proliferation-associated 2G4
209125_at	6.16e-01	5.85e-01	0.5372406	KRT6A	keratin 6A
206482_at	6.16e-01	5.85e-01	0.5371774	PTK6	protein tyrosine kinase 6
203388_at	6.16e-01	5.85e-01	0.5370195	ARRB2	arrestin beta 2
209832_s_at	6.16e-01	5.85e-01	0.5369724	CDT1	chromatin licensing and DNA replication factor 1
214766_s_at	6.17e-01	5.86e-01	0.5357442	AHCTF1	AT-hook containing transcription factor 1
201580_s_at	6.17e-01	5.86e-01	0.5356301	TMX4	thioredoxin related transmembrane protein 4
202425_x_at	6.18e-01	5.87e-01	0.5339516	PPP3CA	protein phosphatase 3 catalytic subunit alpha
222016_s_at	6.18e-01	5.87e-01	0.5335903	ZSCAN31	zinc finger and SCAN domain containing 31
210166_at	6.18e-01	5.88e-01	0.5330826	TLR5	toll like receptor 5
203230_at	6.18e-01	5.88e-01	0.5328107	DVL1	dishevelled segment polarity protein 1
204213_at	6.19e-01	5.88e-01	0.5323905	PIGR	polymeric immunoglobulin receptor
222311_s_at	6.19e-01	5.88e-01	0.5319279	SCAF4	SR-related CTD associated factor 4
205672_at	6.19e-01	5.88e-01	0.5319089	XPA	XPA, DNA damage recognition and repair factor
211315_s_at	6.19e-01	5.88e-01	0.5316547	CACNA1G	calcium voltage-gated channel subunit alpha1 G
221708_s_at	6.19e-01	5.89e-01	0.5314973	UNC45A	unc-45 myosin chaperone A
222030_at	6.19e-01	5.89e-01	0.5313671	SIVA1	SIVA1 apoptosis inducing factor
201623_s_at	6.20e-01	5.89e-01	0.5306581	DARS	aspartyl-tRNA synthetase
206961_s_at	6.20e-01	5.89e-01	0.5301963	MED20	mediator complex subunit 20
206103_at	6.21e-01	5.91e-01	0.5277639	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
216685_s_at	6.22e-01	5.91e-01	0.5272435	MTAP	methylthioadenosine phosphorylase
219008_at	6.22e-01	5.91e-01	0.5267153	LDAH	lipid droplet associated hydrolase
208738_x_at	6.22e-01	5.91e-01	0.5266313	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
213741_s_at	6.23e-01	5.92e-01	0.5256985	KPNA1	karyopherin subunit alpha 1
216841_s_at	6.23e-01	5.92e-01	0.5249343	LOC100129518///SOD2	uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial
205356_at	6.23e-01	5.93e-01	0.5243653	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
202861_at	6.23e-01	5.93e-01	0.5240123	MIR6883///PER1	microRNA 6883///period circadian clock 1
212218_s_at	6.24e-01	5.93e-01	0.523282	FASN	fatty acid synthase
205723_at	6.24e-01	5.93e-01	0.5232633	CNTFR	ciliary neurotrophic factor receptor
205043_at	6.24e-01	5.94e-01	0.5231252	CFTR	cystic fibrosis transmembrane conductance regulator
207396_s_at	6.24e-01	5.94e-01	0.5228618	ALG3	ALG3, alpha-1,3- mannosyltransferase
200665_s_at	6.24e-01	5.94e-01	0.5225532	SPARC	secreted protein acidic and cysteine rich
32091_at	6.24e-01	5.94e-01	0.5221146	SLC25A44	solute carrier family 25 member 44
215629_s_at	6.25e-01	5.95e-01	0.5210902	MIR15A///DLEU2L///DLEU2	microRNA 15a///deleted in lymphocytic leukemia 2-like///deleted in lymphocytic leukemia 2 (non-protein coding)
218089_at	6.25e-01	5.95e-01	0.5208795	AAR2	AAR2 splicing factor homolog
218722_s_at	6.26e-01	5.95e-01	0.520103	CCDC51	coiled-coil domain containing 51
221491_x_at	6.26e-01	5.95e-01	0.5198974	LOC101060835///LOC100996809///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 6 (pseudogene)///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1
210459_at	6.26e-01	5.96e-01	0.5196773	PSMD4	proteasome 26S subunit, non-ATPase 4
218456_at	6.26e-01	5.96e-01	0.5189903	CAPRIN2	caprin family member 2
209650_s_at	6.27e-01	5.97e-01	0.5177887	TBC1D22A	TBC1 domain family member 22A
205051_s_at	6.27e-01	5.97e-01	0.5173649	KIT	KIT proto-oncogene receptor tyrosine kinase
212420_at	6.28e-01	5.98e-01	0.5162951	ELF1	E74 like ETS transcription factor 1
219305_x_at	6.28e-01	5.98e-01	0.515533	FBXO2	F-box protein 2
218970_s_at	6.28e-01	5.98e-01	0.5151505	CUTC	cutC copper transporter
216052_x_at	6.28e-01	5.98e-01	0.5151393	ARTN	artemin
219380_x_at	6.28e-01	5.98e-01	0.5150884	POLH	DNA polymerase eta
209531_at	6.28e-01	5.98e-01	0.5150835	GSTZ1	glutathione S-transferase zeta 1
217514_at	6.29e-01	5.98e-01	0.5147943	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
219573_at	6.29e-01	5.99e-01	0.5132815	CARMIL1	capping protein regulator and myosin 1 linker 1
202178_at	6.30e-01	5.99e-01	0.513128	PRKCZ	protein kinase C zeta
219353_at	6.30e-01	6.00e-01	0.5129228	NHLRC2	NHL repeat containing 2
202590_s_at	6.30e-01	6.00e-01	0.5128891	PDK2	pyruvate dehydrogenase kinase 2
211027_s_at	6.30e-01	6.00e-01	0.5128368	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
